北京联通-组播1,#genre#
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905a?list.m3u8
许氏三杰,http://dns.yiandrive.com:13571/huya/11602033
香港频道,#genre#
鳳凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
鳳凰資訊,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
鳳凰HK,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.flv
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰中文,http://free.cnlive.club/channel/n496e6eec/index.m3u8?q=1759400332590
凤凰资讯,http://free.cnlive.club/channel/n4966a4fb/index.m3u8?q=1759400332590
凤凰香港,http://free.cnlive.club/channel/n49654430/index.m3u8?q=1759400332590
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
凤凰资讯,http://218.104.239.114:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$福建网吧
凤凰中文,http://218.104.239.114:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$福建网吧
凤凰中文,http://58.19.180.108:9981/stream/channelid/1749482778?profile=pass$湖北联通
凤凰资讯,http://58.19.180.108:9981/stream/channelid/708272803?profile=pass$湖北联通
凤凰中文,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯,http://bxtv.3a.ink/api.php?id=fhzx
凤凰香港,http://bxtv.3a.ink/api.php?id=fhhk
NOW新闻,http://bxtv.3a.ink/api.php?id=now
中天新闻台,http://bxtv.3a.ink/api.php?id=ztxw
凤凰中文,webview://https://m.456iptv.com/?act=play&token=6bac0244f214ec31ea4dab4cd5ca40fc&tid=gt&id=1
凤凰资讯,webview://https://m.456iptv.com/?act=play&token=18c4c9fbcff42b75272bfc089643c02c&tid=gt&id=2
凤凰香港,webview://https://m.456iptv.com/?act=play&token=75e463a884b16f8c47d3ed10a61ad61d&tid=gt&id=3
TVB翡翠台,webview://https://m.456iptv.com/?act=play&token=9ab3cfe1a24bb8bb020c706af788ea60&tid=gt&id=5
TVB无线新闻台,webview://https://m.456iptv.com/?act=play&token=401c3b4a9578556174defa88b5ac9961&tid=gt&id=6
TVB明珠台,webview://http://m.345iptv.com/?act=play&token=d2d94c55f2275567a1d154afbc09587b&tid=gt&id=9
有线18台,webview://http://m.345iptv.com/?act=play&token=7e64e5c5a112c8324ae213193890166f&tid=gt&id=12
Now新闻,webview://http://m.345iptv.com/?act=play&token=98a9d7e25ac4f93058f13f0144444fff&tid=gt&id=17
中天新闻,webview://http://m.345iptv.com/?act=play&token=c5099746050c41f288c9c50a5002539b&tid=gt&id=43
东森新闻,webview://http://m.345iptv.com/?act=play&token=8965fb967119ad09f0df8ec90b5df34b&tid=gt&id=44
中视新闻,webview://http://m.345iptv.com/?act=play&token=f433a3a8a177d0b012b4b337558191c2&tid=gt&id=46
台视新闻,webview://http://m.345iptv.com/?act=play&token=19416380214a699f16f2a2e6262563ec&tid=gt&id=47
三立新闻,webview://http://m.345iptv.com/?act=play&token=5306092da4db4bf69dc2cd81e05c1e2b&tid=gt&id=48
民视新闻,webview://http://m.345iptv.com/?act=play&token=989c7d8a750ff4bfda95fcae1708bbe7&tid=gt&id=50
华视新闻,webview://http://m.345iptv.com/?act=play&token=077cde05e45f43f87cc3c4c57a152e1e&tid=gt&id=51
寰宇新闻,webview://http://m.345iptv.com/?act=play&token=a5d87cec4adae0ff298fa844f43e8427&tid=gt&id=53
中视,webview://http://m.345iptv.com/?act=play&token=5ef10e1554d809f389a139596e22d6e4&tid=gt&id=60
台视,webview://http://m.345iptv.com/?act=play&token=3566a94ef8f056a92ba7d6bc3adae830&tid=gt&id=61
民视,webview://http://m.345iptv.com/?act=play&token=499b6a8677702cdead3d1acb4ee763f6&tid=gt&id=62
华视,webview://http://m.345iptv.com/?act=play&token=d835edf85041fa76c82e4e1f846bf67b&tid=gt&id=63
凤凰中文,webview://http://m.345iptv.com/?act=play&token=314e7a425193a61e2ae5a44ca4e7af16&tid=gt&id=1$345iptv
凤凰资讯,webview://http://m.345iptv.com/?act=play&token=7cf365f3e1c08225d6030fcc91a4f84d&tid=gt&id=2$345iptv
凤凰香港,webview://http://m.345iptv.com/?act=play&token=38ae56f83ef6f843de0cf4aab83b4e8a&tid=gt&id=3$345iptv
中视新闻,webview://http://m.345iptv.com/?act=play&token=f433a3a8a177d0b012b4b337558191c2&tid=gt&id=46$345iptv
华视新闻,webview://http://m.345iptv.com/?act=play&token=077cde05e45f43f87cc3c4c57a152e1e&tid=gt&id=51$345iptv
民视新闻,webview://http://m.345iptv.com/?act=play&token=989c7d8a750ff4bfda95fcae1708bbe7&tid=gt&id=50$345iptv
台视新闻,webview://http://m.345iptv.com/?act=play&token=19416380214a699f16f2a2e6262563ec&tid=gt&id=47$345iptv
中天新聞台,http://bxtv.3a.ink/api.php?id=ztxw
香港|翡翠台,http://free.cnlive.club/channel/n7549189d/index.m3u8?q=1759400332590
香港|明珠台,http://free.cnlive.club/channel/n75ab7db0/index.m3u8?q=1759400332590
香港|无线新闻,http://free.cnlive.club/channel/n3fad9608/index.m3u8?q=1759400332590
香港|TVBPLUS,http://free.cnlive.club/channel/6429ae4c/index.m3u8?q=1759400332590
香港|ViuTV,http://free.cnlive.club/channel/78204936/index.m3u8?q=1759400332590
香港|ViuTV 6,http://free.cnlive.club/channel/necd2834/index.m3u8?q=1759400332590
香港|RTHK 31,http://free.cnlive.club/channel/n8badbb5/index.m3u8?q=1759400332590
香港|RTHK 32,http://free.cnlive.club/channel/n8badbb4/index.m3u8?q=1759400332590
香港|HOY TV,http://free.cnlive.club/channel/7289243e/index.m3u8?q=1759400332590
TVB无线新闻台,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
TVB无线新闻台,webview://http://m.345iptv.com/?act=play&token=bc7918833f7de6b2829ad197ddc05e10&tid=gt&id=6$345iptv
TVB无线新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=wxxwt$1080
TVB翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3$1080
TVB翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2$1080
TVB明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt2$1080
TVB明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt$1080
中天新闻备用8,http://iptv.4666888.xyz/iptv.php?id=20173
中天新闻十,http://iptv.4666888.xyz/iptv.php?id=20181
中天备用,http://bxtv.3a.ink/api.php?id=ztxw
中天新闻80,http://t.061899.xyz/tl/js/js.php?id=ztxw
TVB明珠台,http://bxtv.3a.ink/api.php?id=mz
TVB无线新闻台台,http://bxtv.3a.ink/api.php?id=wxxw
TVB翡翠台,http://bxtv.3a.ink/api.php?id=fct
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu:1935/sat/tv091
华视,rtmp://f13h.mine.nu:1935/sat/tv111
民视,rtmp://f13h.mine.nu:1935/sat/tv051
台视,rtmp://f13h.mine.nu:1935/sat/tv071
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
特区频临,#genre#
Plus综合频临,http://t.061899.xyz/tl/js/js.php?id=tvbplus
凤凰中文频临,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯频临,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港频临,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
有线新闻频临,http://t.061899.xyz/tl/js/js.php?id=xgyxxwt
有线新闻频临,http://t.061899.xyz/tl/js/js.php?id=hoyzxt
无线新闻频临,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
Now新闻频临,http://t.061899.xyz/tl/js/js.php?id=nowxwt
无线翡翠频临,http://t.061899.xyz/tl/js/js.php?id=tvbfct
无线明珠频临,http://t.061899.xyz/tl/js/js.php?id=tvbmzt
有线综合频临,http://t.061899.xyz/tl/js/js.php?id=hoytv
有线赛讯频临,http://t.061899.xyz/tl/js/js.php?id=hoygjcjt
有线赛马频临,http://t.061899.xyz/tl/js/js.php?id=18xgyxt
有线赛马频临,http://t.061899.xyz/tl/js/js.php?id=18xgyxtb
Now直播频临,http://t.061899.xyz/tl/js/js.php?id=nowzbt
Now财经频临,http://t.061899.xyz/tl/js/js.php?id=nowcjt
VIUTV粤频临,http://t.061899.xyz/tl/js/js.php?id=viutv
VIUTV英频临,http://t.061899.xyz/tl/js/js.php?id=6viutv
RTHK-31频临,http://t.061899.xyz/tl/js/js.php?id=31gtds
RTHK-32频临,http://t.061899.xyz/tl/js/js.php?id=32gtds
Plus综合频临,http://t.061899.xyz/tl/168.php?id=2j
无线新闻频临,http://t.061899.xyz/tl/168.php?id=wxxwt
无线翡翠频临,http://t.061899.xyz/tl/168.php?id=fct
无线明珠频临,http://t.061899.xyz/tl/168.php?id=zzt
无线千禧频临,http://t.061899.xyz/tl/168.php?id=tvbqxjd
天映频道频临,http://t.061899.xyz/tl/168.php?id=typd
天映经典频临,http://t.061899.xyz/tl/168.php?id=tyjd
凤凰卫视资讯台,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰卫视香港台,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
TVB翡翠台,http://t.061899.xyz/tl/js/js.php?id=tvbfct
TVB无线新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
TVB Plus,http://t.061899.xyz/tl/js/js.php?id=tvbplus
TVB明珠台,http://t.061899.xyz/tl/js/js.php?id=tvbmzt
香港有线新闻台,http://t.061899.xyz/tl/js/js.php?id=xgyxxwt
香港有线18台,http://t.061899.xyz/tl/js/js.php?id=18xgyxt
香港有线18台(备),http://t.061899.xyz/tl/js/js.php?id=18xgyxtb
NOW直播台,http://t.061899.xyz/tl/js/js.php?id=nowzbt
NOW新闻台,http://t.061899.xyz/tl/js/js.php?id=nowxwt
NOW财经台,http://t.061899.xyz/tl/js/js.php?id=nowcjt
ViuTV,http://t.061899.xyz/tl/js/js.php?id=viutv
ViuTV6,http://t.061899.xyz/tl/js/js.php?id=6viutv
HOY76,http://t.061899.xyz/tl/js/js.php?id=hoygjcjt
HOY78,http://t.061899.xyz/tl/js/js.php?id=hoyzxt
HOY77,http://t.061899.xyz/tl/js/js.php?id=hoytv
港台电视31,http://t.061899.xyz/tl/js/js.php?id=31gtds
港台电视32,http://t.061899.xyz/tl/js/js.php?id=32gtds
中天新闻台,http://t.061899.xyz/tl/js/js.php?id=ztxwt
东森新闻台,http://t.061899.xyz/tl/js/js.php?id=dsxwt
东森财经新闻台,http://t.061899.xyz/tl/js/js.php?id=dscjxwt
中视新闻台,http://t.061899.xyz/tl/js/js.php?id=zsxwt
台视新闻台,http://t.061899.xyz/tl/js/js.php?id=tsxwt
三立新闻台,http://t.061899.xyz/tl/js/js.php?id=slxwt
民视新闻台,http://t.061899.xyz/tl/js/js.php?id=msxwt
华视新闻台,http://t.061899.xyz/tl/js/js.php?id=hsxwt
镜电视新闻台,http://t.061899.xyz/tl/js/js.php?id=jdsxwt
寰宇新闻台,http://t.061899.xyz/tl/js/js.php?id=hyxwt
寰宇新闻台湾台,http://t.061899.xyz/tl/js/js.php?id=hyxwtwt
TVBS新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbsxwt
TVBS HD,http://t.061899.xyz/tl/js/js.php?id=tvbshd
中视HD,http://t.061899.xyz/tl/js/js.php?id=hdzs
台视HD,http://t.061899.xyz/tl/js/js.php?id=hdts
民视HD,http://t.061899.xyz/tl/js/js.php?id=hdms
华视HD,http://t.061899.xyz/tl/js/js.php?id=hdhs
三立台湾台,http://t.061899.xyz/tl/js/js.php?id=sltwt
緯來體育台,http://t.061899.xyz/tl/js/js.php?id=wltyt
纬来日本台,http://t.061899.xyz/tl/js/js.php?id=wlrbt
纬来育乐台,http://t.061899.xyz/tl/js/js.php?id=wlylt
DAZN 1,http://t.061899.xyz/tl/js/js.php?id=1dazn
DAZN 2,http://t.061899.xyz/tl/js/js.php?id=2dazn
爱尔达体育1台,http://t.061899.xyz/tl/js/js.php?id=1aedtyt
爱尔达体育2台,http://t.061899.xyz/tl/js/js.php?id=2aedtyt
爱尔达体育3台,http://t.061899.xyz/tl/js/js.php?id=3aedtyt
爱尔达体育4台,http://t.061899.xyz/tl/js/js.php?id=4aedtyt
大爱一台,http://t.061899.xyz/tl/js/js.php?id=dayt
大爱二台,http://t.061899.xyz/tl/js/js.php?id=daet
HBO HD,http://t.061899.xyz/tl/js/js.php?id=hbohd
好莱坞电影,http://t.061899.xyz/tl/js/js.php?id=hlwdy
FOX新聞,http://t.061899.xyz/tl/js/js.php?id=foxxw
CNN新闻,http://t.061899.xyz/tl/js/js.php?id=cnnxw
BBC新闻,http://t.061899.xyz/tl/js/js.php?id=bbcxw
Discovery,http://t.061899.xyz/tl/js/js.php?id=discovery
TVBS HD,http://t.061899.xyz/tl/js/js.php?id=tvbshd1
TVBS新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbsxwt1
中天新闻,http://t.061899.xyz/tl/js/js.php?id=ztxw
中天亚洲台,http://t.061899.xyz/tl/js/js.php?id=ztyzt
台视新闻,http://t.061899.xyz/tl/js/js.php?id=tsxw
华视新闻,http://t.061899.xyz/tl/js/js.php?id=hsxw
台视财经,http://t.061899.xyz/tl/js/js.php?id=tscj
中视新闻,http://t.061899.xyz/tl/js/js.php?id=zsxw
非凡新闻,http://t.061899.xyz/tl/js/js.php?id=ffxw
镜新闻,http://t.061899.xyz/tl/js/js.php?id=jxw
东森新闻,http://t.061899.xyz/tl/js/js.php?id=dsxw
东森财经新闻,http://t.061899.xyz/tl/js/js.php?id=dscjxw
半岛新闻,http://t.061899.xyz/tl/js/js.php?id=bdxw
民视新闻台,http://t.061899.xyz/tl/js/js.php?id=msxwt1
民视台湾台,http://t.061899.xyz/tl/js/js.php?id=mstwt
寰宇新闻台,http://t.061899.xyz/tl/js/js.php?id=hyxwt1
寰宇新闻台湾台,http://t.061899.xyz/tl/js/js.php?id=hyxwtwt1
寰宇財經台,http://t.061899.xyz/tl/js/js.php?id=hycjt
台视,http://t.061899.xyz/tl/js/js.php?id=ts
民视,http://t.061899.xyz/tl/js/js.php?id=ms
中视,http://t.061899.xyz/tl/js/js.php?id=zs
华视,http://t.061899.xyz/tl/js/js.php?id=hs
影迷數位電影台,http://t.061899.xyz/tl/js/js.php?id=ymswdyt
AMC电影台,http://t.061899.xyz/tl/js/js.php?id=amcdyt
靖天电影台,http://t.061899.xyz/tl/js/js.php?id=jtdyt
龙华电影,http://t.061899.xyz/tl/js/js.php?id=lhdy
采昌影剧,http://t.061899.xyz/tl/js/js.php?id=ccyj
民视影剧,http://t.061899.xyz/tl/js/js.php?id=msyj
龙华经典,http://t.061899.xyz/tl/js/js.php?id=lhjd
中视经典,http://t.061899.xyz/tl/js/js.php?id=zsjd
台湾戏剧台,http://t.061899.xyz/tl/js/js.php?id=twxjt
靖洋戏剧台,http://t.061899.xyz/tl/js/js.php?id=jyxjt
靖天戏剧台,http://t.061899.xyz/tl/js/js.php?id=jtxjt
公视戏剧,http://t.061899.xyz/tl/js/js.php?id=gsxj
龙华戏剧,http://t.061899.xyz/tl/js/js.php?id=lhxj
智林体育台,http://t.061899.xyz/tl/js/js.php?id=zltyt
时尚运动X,http://t.061899.xyz/tl/js/js.php?id=xssyd
靖天育乐台,http://t.061899.xyz/tl/js/js.php?id=jtylt
博斯魅力,http://t.061899.xyz/tl/js/js.php?id=bsml
博斯高球1,http://t.061899.xyz/tl/js/js.php?id=1bsgq
博斯高球2,http://t.061899.xyz/tl/js/js.php?id=2bsgq
博斯运动1,http://t.061899.xyz/tl/js/js.php?id=1bsyd
博斯运动2,http://t.061899.xyz/tl/js/js.php?id=2bsyd
博斯网球,http://t.061899.xyz/tl/js/js.php?id=bswq
博斯无限,http://t.061899.xyz/tl/js/js.php?id=bswx
博斯无限2,http://t.061899.xyz/tl/js/js.php?id=2bswx
TRACE SPORTS STARS,http://t.061899.xyz/tl/js/js.php?id=tracesportsstars
視納華仁紀實頻道,http://t.061899.xyz/tl/js/js.php?id=snhrjspd
中视菁采,http://t.061899.xyz/tl/js/js.php?id=zsjc
八大精彩台,http://t.061899.xyz/tl/js/js.php?id=bdjct
八大综艺台,http://t.061899.xyz/tl/js/js.php?id=bdzyt
TVBS精采台,http://t.061899.xyz/tl/js/js.php?id=tvbsjct
TVBS欢乐台,http://t.061899.xyz/tl/js/js.php?id=tvbshlt
靖天欢乐台,http://t.061899.xyz/tl/js/js.php?id=jthlt
靖天综合台,http://t.061899.xyz/tl/js/js.php?id=jtzht
靖天资讯台,http://t.061899.xyz/tl/js/js.php?id=jtzxt
靖天卡通台,http://t.061899.xyz/tl/js/js.php?id=jtktt
靖天日本台,http://t.061899.xyz/tl/js/js.php?id=jtrbt
靖洋卡通台,http://t.061899.xyz/tl/js/js.php?id=jyktt
靖天国际台,http://t.061899.xyz/tl/js/js.php?id=jtgjt
靖天映画,http://t.061899.xyz/tl/js/js.php?id=jtyh
爱尔达娱乐,http://t.061899.xyz/tl/js/js.php?id=aedyl
龙华卡通,http://t.061899.xyz/tl/js/js.php?id=lhkt
龙华日韩,http://t.061899.xyz/tl/js/js.php?id=lhrh
龙华偶像,http://t.061899.xyz/tl/js/js.php?id=lhox
民视综艺,http://t.061899.xyz/tl/js/js.php?id=mszy
民视第一台,http://t.061899.xyz/tl/js/js.php?id=msdyt
民视旅游,http://t.061899.xyz/tl/js/js.php?id=msly
亚洲旅游台,http://t.061899.xyz/tl/js/js.php?id=yzlyt
客家电视台,http://t.061899.xyz/tl/js/js.php?id=kjdst
爱放动漫,http://t.061899.xyz/tl/js/js.php?id=afdm
古典音乐台,http://t.061899.xyz/tl/js/js.php?id=gdyyt
猪哥亮歌厅秀,http://t.061899.xyz/tl/js/js.php?id=zglgtx
Smart知识台,http://t.061899.xyz/tl/js/js.php?id=smartzst
达文西频道,http://t.061899.xyz/tl/js/js.php?id=dwxpd
阿里郎,http://t.061899.xyz/tl/js/js.php?id=all
生活英语台,http://t.061899.xyz/tl/js/js.php?id=shyyt
国际财经,http://t.061899.xyz/tl/js/js.php?id=gjcj
美国之音,http://t.061899.xyz/tl/js/js.php?id=mgzy
好消息,http://t.061899.xyz/tl/js/js.php?id=hxx
好消息2台,http://t.061899.xyz/tl/js/js.php?id=2hxxt
非凡商业,http://t.061899.xyz/tl/js/js.php?id=ffsy
国会频道1,http://t.061899.xyz/tl/js/js.php?id=1ghpd
国会频道2,http://t.061899.xyz/tl/js/js.php?id=2ghpd
TRACE URBAN,http://t.061899.xyz/tl/js/js.php?id=traceurban
MEZZO LIVE,http://t.061899.xyz/tl/js/js.php?id=mezzolive
韩国娱乐台,http://t.061899.xyz/tl/js/js.php?id=hgylt
GinxTV,http://t.061899.xyz/tl/js/js.php?id=ginxtv
香港专区,#genre#

翡翠台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_jade.flv
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台,https://cdn.163189.xyz/live/fct4k/stream.m3u8
翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
翡翠台,http://cdn5.1678520.xyz/live/?id=fct
翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
翡翠台,http://erp.giihgtidg.com:8080/live/jade01.m3u8
无线新闻,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_wxxw.flv
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
tvbplus,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_j2.flv
tvbplus,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xaigjiaogetvbplus01.flv
民视第一,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_msdy.flv
民视台湾,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_mstw.flv
HOY77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy77.flv
HOY77,https://cdn.163189.xyz/live/hoy/stream.m3u8
HOY77,https://cdn3.163189.xyz/live/hoy/stream.m3u8
HOY78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy78.flv
HOY78,http://cdn.163189.xyz/live/hoy/stream.m3u8
美亚电影,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_mydy.flv
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
有线18,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogemytv0318.flv
广电翡翠,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaoge15131132145.flv
Hoy77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogehoy77511.flv
Hoy78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xaigjiaogehoy7801.flv
Now爆谷,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaoge1116163133.flv
Now星影,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogef31fdg31g1gdg.flv
NOW体育prime,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaoge-prime.flv
TVB翡翠台,http://8.138.7.223/tv/aktv.php?id=8
TVB翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
TVB翡翠台,http://cdn.163189.xyz/live/fct4k/stream.m3u8
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
TVB翡翠综合台,http://8.138.7.223/tv/aktv.php?id=9
TVB翡翠剧集台,http://8.138.7.223/tv/aktv.php?id=7
TVB明珠台,http://8.138.7.223/tv/aktv.php?id=6
TVB明珠剧集台,http://8.138.7.223/tv/aktv.php?id=5
TVB无线新闻台,http://8.138.7.223/tv/aktv.php?id=17
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空电影,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
Channel[V],http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
美亚电影台,http://bxtv.757888.xyz/stream/bxtv/null-3/master.m3u8?u=bxtv&p=1416a274c445ae05b330fab65ee77ab0d02d18fb4c64dce55ec95cc245034ea7
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
天映经典频道,http://bxtv.757888.xyz/stream/bxtv/null-4/master.m3u8?u=bxtv&p=1416a274c445ae05b330fab65ee77ab0d02d18fb4c64dce55ec95cc245034ea7
龙华电影,http://bxtv.757888.xyz/stream/bxtv/null-12/master.m3u8?u=bxtv&p=1416a274c445ae05b330fab65ee77ab0d02d18fb4c64dce55ec95cc245034ea7
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
AXN,http://8.138.7.223/tv/aktv.php?id=1
ROCKACTION,http://8.138.7.223/tv/aktv.php?id=2
TVBPLUS,http://8.138.7.223/tv/aktv.php?id=3
TVBPLUS,http://cdn.163189.xyz/live/tvbp/stream.m3u8
TVN,http://8.138.7.223/tv/aktv.php?id=4
CHANNEL5,http://8.138.7.223/tv/aktv.php?id=12
CHANNEL8,http://8.138.7.223/tv/aktv.php?id=13
CHANNELU,http://8.138.7.223/tv/aktv.php?id=14
MYTVSUPER18台,http://8.138.7.223/tv/aktv.php?id=15
POPC,http://8.138.7.223/tv/aktv.php?id=16
CELESTIALMOVIES,http://8.138.7.223/tv/aktv.php?id=20
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线新闻台,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线娱乐,http://php.jdshipin.com/smt.php?id=Tvbentertainment 
华丽翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade
华丽翡翠台,http://v2hcdn.jdshipin.com/jade2/jade.stream/chunklist_w1008.m3u8
TVB星河,http://php.jdshipin.com/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
TVB星河,http://v2hcdn.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w1006.m3u8
TVB星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
千禧经典台,http://php.jdshipin.com/smt.php?id=Tvbclassic
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映频道,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
八度空间,http://php.jdshipin.com/smt.php?id=TV8
八度空间,https://cdn6.163189.xyz/live/8tv/stream.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
无线华丽粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
